airline,overall,author,review_date,customer_review,table
Southwest Airlines,10,H Lanney,10th October 2016,"Verified Review | Orlando to Baltimore Washington. We headed to Orlando for our couple vacation. Beautiful, until Hurricane Matthew showed up. We had to leave 2 days earlier, 6th October. Very anxious moments indeed. Southwest gate and ticket agents assisted us greatly from being on ""standby"" to being the last 3 passengers to board non stop to BWI. These ladies are professionals who under pressure got us as passengers to our destinations safely. Please thank the professional pilots, flight attendants and ground crew for their outstanding performance and professional work ethic in such a time of crisis.","Aircraft Boeing 737-500
Type Of Traveller Couple Leisure
Cabin Flown Economy Class
Route MCO to BWI
Date Flown October 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,7,Simon Cho,7th October 2016,"Long Island to Orlando. Very pleasant, the flight was easy the other passengers weren't disruptive. Islip check in was quick, boarding was like 2 hours or so late because I flew on July 4th weekend. I flew in the Boeing 737 in Heart One livery a nice plane, though I didn't get window seat the flight was still good. I recommend Southwest Airlines.","Aircraft Boeing 737
Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route ISP to MCO
Date Flown November 2015
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,3,F Arnold,3rd October 2016,"Tampa to St. Louis with Southwest Airlines. No assigned seats are a problem. If you are lucky, you are in the A group to board ahead of B and C group, but people who paid an extra fee to board first save seats for their party (who have not paid the fee) and you can end up sitting further back. I paid the fee last time and another passengers was saving a seat across the aisle with their purse. Another was saving 2seats for companions in the C boarding group. The flight attendants see this all the time and do nothing about it and let it happen. I no longer want to fly Southwest - it is too frustrating.","Type Of Traveller Couple Leisure
Cabin Flown Economy Class
Route TPA to STL
Date Flown December 2015
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended no"
Southwest Airlines,3,Karsen Tindall,2nd October 2016,"Verified Review | Orlando to Houston via San Antonio. Other than slight delays, I have never had a problem with Southwest Airlines. However what happened today will result in me never flying with them again. My mother needs special assistance, and it is not allowed to make a disabled person reveal whatever it is that makes them disabled! Because my mother does not ""look"" like she needs assisantance, a staff member made her describe what made her need assistance, and behaved in the most intolerant way. I will never be back. Southwest has lost a long-time customer, and my respect.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route MCO to HOU via SAT
Date Flown October 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended no"
Southwest Airlines,9,D Roberts,2nd October 2016,"Verified Review | I'm going to start off by saying that the check-in agent was very friendly and helpful, making sure I knew where to go not only in Norfolk International, but also in Baltimore. Because I paid the cheapest fare, I was one of the last people on. Luckily it wasn't a full flight so I still got an aisle seat. The plane was clean. The flight attendant giving the safety announcement, as per apparent Southwest policy, made the speech into a comedy routine (much needed on a red-eye). For those who don't know, the flight from Norfolk to Baltimore usually takes a maximum of fifty minutes; this time it was more along the lines of thirty-five. Despite this short timeframe, however, the crew made sure we all got our snacks and drinks (though I didn't have any). I have usually had good experiences flying on Southwest, and this flight was no exception.","Aircraft Boeing 737-700
Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route ORF to BWI
Date Flown September 2016
Seat Comfort 12345
Cabin Staff Service 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,H Cunneen,25th September 2016,"New Orleans to San Diego. My partner and I were visiting the US from Australia and we have taken 4 internal flights with Southwest Airlines in the last 2 weeks - we have to say that they are brilliant. We bought ""wanna getaway"" tickets that were cheap and all flights left on time and there were no problems. I read online previously that you must check in exactly 24hours before your flight to make sure you get your seats, which we always did (we set alarms to remind us 24 hours before on the dot!) Staff were friendly and we loved that this airline has no hidden costs and a big suitcase each flies free. Would definitely recommend these guys!!","Type Of Traveller Couple Leisure
Cabin Flown Economy Class
Route MSY to SAN
Date Flown September 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,2,Ellie Kreale,19th September 2016,"Verified Review | Reno to Los Angeles return. Southwest Airlines is spiraling into a bad, dark place. Seems it has now become SWA company policy to have even the most pedestrian 70 minute flight delayed by more than 2 hours. There is no reason for this. There was no weather. There was no equipment failure. There were no technical glitches. And to boot the phone agent kept trying to get me to take a standby flight to Las Vegas instead of getting me home to LAX where my car, family, life and all that matters to me are. Not only can this airline not handle the simple logistics of shuttling equipment back and forth between two cities that take 70 minutes to fly between, their incompetent phone staff cannot understand the difference between Los Angeles, CA and Las Vegas, NV.","Type Of Traveller Couple Leisure
Cabin Flown Economy Class
Route RNO to LAX
Date Flown September 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended no"
Southwest Airlines,2,B Keener,18th September 2016,"Verified Review | Baltimore to Las Vegas with Southwest Airlines. Flying home after a weekend with friends our flight was delayed as the aircraft was stuck in San Diego due to fog. Our original flight was due to leave at 11:10am. The fog was cleared by about 10am by the weather service. Still this 40 minute flight has not left yet and is now scheduled to leave after noon. We were rebuffed after several attempts to rebook and told no available seating although when you go online there are expensive tickets available later in the day. The gate representative basically said it is not her fault and she can't help us or do anything to compensate us as there was fog in San Diego. If we can't get out today she will try to rebook us tomorrow. We can email to complain and as previous reviewers have said, that's not very effective either. Southwest used to be my go to airline - now it's becoming as bad as Delta and that's pretty bad.","Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route BWI to LAS
Date Flown September 2016
Seat Comfort 12345
Cabin Staff Service 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,M Butler,4th September 2016,"Verified Review | Ft Lauderdale to Boston. I've always flown Southwest Airlines. Never had a problem and actually enjoy flying with them - crew is extremely friendly and quite funny. Today I decided to write a review because I left an item on the plane. One of the flight attendants remembered where I was going and came to my gate with my item. I am extremely grateful and was so surprised! So awesome, thank you!!","Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route FLL to BOS
Date Flown September 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,9,S Sanchez,31st August 2016,"Verified Review | Originally booked a flight from San Jose to Phoenix (and return) with Southwest Airlines. At the airport, the flight from San Jose was cancelled due to mechanical problems with the plane. I received a text alert even before an announcement was made at the boarding gate, so I made my way to a customer service counter. The agent was fast and to the point, while remaining courteous. I ended up being re-routed through John Wayne (Orange County) airport, and eventually arrived at Phoenix less than 3 hours after my original flight. For my troubles, I received a $200 voucher, which is more than what I paid for the round-trip. I was impressed by how quickly they found a solution to the cancelled flight, and amazed by the financial compensation.","Aircraft Boeing 737-700
Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route SJC to PHX
Date Flown August 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,Matt Raivio,29th August 2016,"Los Angeles to Portland. Southwest has some incredible customer service. I completely messed up and accidently missed my flight to go back home. I briefly explained what had happened and without hesitation, the very friendly female clerk got me onto another flight within a few minutes. There was no charge, no hassle, and before I knew it, I had another flight back to Portland. Very appreciative of the great customer service and the williningness to work with their customers.","Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route LAX to PDX
Date Flown August 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,9,S Andrews,22nd August 2016,"Verified Review | Traveled by myself from Grand Rapids to Philadelphia with a stop in Chicago Midway. Looked at prices for other airlines and I saw nothing less than $350 round trip. A co-worker suggested I check Southwest Airlines website since they don't pop up on Priceline and other travel websites and found the same flight for $240. Good first impression there. When I arrived I learned that my first flight from GRR to MDW was delayed 45 minutes as the plane was stuck in IAD - however, the attendants seemed very eager to get us to our destination and boarded those with close connecting flights first so they wouldn't miss them. I was impressed even further by the friendliness of the ground service. Great sense of humor. This was a reoccurring theme on each flight. Planes were clean and well maintained. I understand some of the planes received new seats which supposedly are far superior to the old ones. Wasn't super comfortable but better than any I've sat in on an American Airlines flight. I purchased wifi for 8 bucks and it lasted for the entire day, so I used it on both flights even though I had to change planes. Cabin service was efficient with a large selection of drinks. Attendants were very personable and helpful. I like how they read gate info before landing. Also worth noting that I travelled alone. I can see how their open seating process could negatively effect groups of people traveling together. They do offer family boarding after the A group boards which was neat to see. I landed a first row seat 3 of my 4 flights and it was very spacious but all carry on must be stored above. If you're traveling light it's worth climbing over a few people as the leg room was fantastic. Overall great first impression of Southwest. No large complaints worth noting. Can't beat their prices. It's hard to find good rates to bigger cities when flying out of an airport as small as Grand Rapids. Will definitely fly again.","Aircraft Boeing 737-700
Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route GRR to PHL via MDW
Date Flown August 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,2,V Harrold,22nd August 2016,Nashville to Tampa with Southwest Airlines. My flight was cancelled with minimum notice. They had the entire full flight go to the 2 agents at the gate to rebook (they did not even tell people there was an option to go up front to check-in). Being A-List Preferred I called the number and they tried to put me in an open seat on the 1:55pm flight but they could not help because somehow SWA closed making reservation changes to them from flight 37. After the A List plus folks could not help I went to front check in but they had no ability to get me out until the 9:45pm flight. Despite my Business Select fare I got a boarding pass with position B5 on it. When I complained I paid the high fare and was A-List Preferred they said they could do nothing but I could try to better myself (13 hours later) at the gate. They also said if I called back Monday they would connect me with customer service. In addition to going out 13 hours later I had to wait 1 hour to get my bag back and leaving the airport paid $12 for parking that would have been included in my regular parking fee for 24 hours. On Monday I again called the A List Preferred number to be connected to the customer service to complain as I was told Sunday. They instead told me to send an e-mail. You have no idea how frustrating this has all been. Not only did I not get to meet the people I was to have lunch with Sunday I arrived at my hotel well after 1AM (flight landed at 12:20AM) to have to be at my office a 7AM meeting. I did want to talk to someone who will explain why SWA will not let me verbally complain and maybe get SWA to think how badly they handle these situations. To this date they have refused to reply to my emails.,"Aircraft Boeing 737
Type Of Traveller Business
Cabin Flown Economy Class
Route BNA to TPA
Date Flown August 2016
Seat Comfort 12345
Cabin Staff Service 12345
Ground Service 12345
Value For Money 12345
Recommended no"
Southwest Airlines,8,Maria R. Rosas,21st August 2016,"Dallas to Fort Lauderdale with Southwest Airlines. 1.5 hour delay, had to switch gates and planes mid boarding due to hydraulic fluid leak. While it was an inconvenience at least we had peace of mind. Safery first. The Captain and crew took the time to explain the problem and were prompt and courteous getting us boarded on the new plane and on our way. On our flight back to Dallas (flight 3137) the flight crew was very friendly and made our early morning flight a breeze. Loved the jokes and sense of humor. We have been on other airlines where the flight crew were not so friendly and almost rude so it was very refreshing to see some sense of humor in the air especially on an early morning flight.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route DAL to FLL
Date Flown August 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,Dana Inverso,20th August 2016,"On my recent trip from San Francisco retuning home to San Diego with Southwest Airlines, I had a wonderful experience with a kind and knowledgeable flight attendants. Attentive and customer service oriented. It made my experience on this short flight memorable and reminded me how positive interactions can make something mundane really meaningful.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route SFO to SAN
Date Flown August 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,1,Jay Sup,18th August 2016,"Las Vegas to Raleigh Durham with Southwest Airlines. I don't travel often, however the few times in the year when I do, our flights with Southwest are always delayed. Not for 30 minutes or an hour. Delays that are two thirds of the actual flight. One of our recent flights from San Francisco to Orange County was delayed longer than if we driven. Southwest being cheap and squeezing all their margins. This will be the last time we are fly Southwest. That rewards card is going straight to the shredder when we get back.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route LAS to RDU
Date Flown August 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended no"
Southwest Airlines,9,B Christiansen,2nd August 2016,"Verified Review | My Southwest flight took off on time from Fort Myers and landed 30 minutes ahead of schedule in Pittsburgh. Plane was clean and comfortable. Mixed drinks are only $5, snacks are good. Boarding is first come, first serve, but my daughter and husband and I all found seats next to each other even boarding in the ""C"" line. Luggage all arrived at our destination. Only negative is that they charge $8 for WiFi, which is excessive for a 2 hour flight. Will definitely choose them again - their fares are reasonably priced for a carrier that doesn't charge you to check luggage.","Aircraft Boeing 737
Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route RSW to PIT
Date Flown July 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,2,Maureen Rogers,27th July 2016,"Albuquerque, NM to San Antonio, TX via Dallas, Love Field TX. I have been making about 8 to 10 flights a year for at least 9 years. My family lives in RI, and I live in NM. So I travel cross country once or twice a year, plus vacation and work trips to the Bahamas, Florida, Quebec, Mexico, and last winter Cambodia. I have always attempted to fly Southwest Airlines in the past, whenever traveling (domestic) to a location that they have service to, and I generally try to avoid American Airlines. Over the last few years flying is less and less of a faster trip, due to lengthy waits in security, and the expectation that we travelors arrive at the airport earlier and earlier, as well as layovers that get longer and more frequent delays. In the last couple of years I have come to expect that, unless I am flying on the very first flight of the day, I will be delayed. I have mentally added that time to overall travel time, when planning a trip. Southwest always seems to deliver that midday delay, and I now expect it. Today, Southwest outdid themselves. I think I may finally reached the point where voluntarily flying is perhaps no longer worth it. Maybe I would rather stay home. There have been several moments today when I wished that I could leave the airport and just go home. Why am I so set on spending the time and money to somewhere else anyway? I can go swimming in Albuquerque. The first such moment was when I got to the airport at 7:00 am for my 8:55 flight only to discover that it does not exist anymore. It was posted as delayed, now it's just gone. I have to wait until I am called to be told how I will be rerouted. So now I am leaving an hour and 50 minutes later, to make a Dallas flight that will take off about 2 hours later. So I can still pick up my rental car during daylight. I make it to Dallas, I get on the plane, we are a bit delayed because we need to get some more gas because we need to fly around some heavy traffic to get to San Antonio. No we are now waiting an additional hour and 45, due to bad weather. Well, ok, I can still do my drive before it gets dark (I've never driven in San Antonio). I can even get off the plane if I want, I will just have to reboard (because that is so much fun). So it is really pretty hot in here, but it is too late to go home. We can leave now, (so they say). We just have to wait for the passengers to get back on the plane. Did Southwest get new management? Is this a new marketing scheme?","Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route ABQ to SAT via DAL
Date Flown July 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended no"
Southwest Airlines,1,David Graubard,22nd July 2016,"Writing this review not as a passenger but as the uncle of my nephew who attempted to fly from Chicago Midway to Albuquerque on WN 563 on July 21st. Yes - Southwest had a computer meltdown and their flights were all messed up. This has happened before to them and other airlines. But alas it always comes down to how an airline handles things like this that differentiates them from others. My nephew is Italian and doesn't speak English fluently and is 14, so I needed to get the Escort pass from the ticket counter. The line was over 1,000 people long if not more, stretching into back halls. I told the SW agents at the line entrances I just needed to get the Escort pass as he can't go thru alone. No - no help. Rude people who just say - get in line. There was no one at the Business Fare line - literally no one - and she wouldn't just let me go up there to get the pass. I had used a Skycap to check his bag in as that line was only 50 people long, so literally just needed the agent to give me the pass. Not a single SW person helped me - but going back to the Skycap - he did! He stopped what he was doing and walked me back to the counter and had an agent quickly issue me the pass. So simple - didn't really stop the process of handling other passengers. Just for this I wouldn't fly SW again - there was no reason the Biz counter couldn't have helped me (and 2 other passengers needing just a quick minute with an agent. So we go thru security - eat and go to the gate where it says ""on time"". Some flights delayed, some cancelled, some on time. They board other flights, at our boarding time they have people line up, flight attendants already on board. Then an announcement: ""Flight 536 is cancelled, we have no pilots, please get in line for rebooking"". No apology - in fact the 4 hours at Midway not a single SWA agent said I'm sorry for what was happening - just deal with it. So I get on the SWA app and the only flight I can get for my nephew is on the 23rd of June. Ok - so now ask an agent how I can get his bag. No - no way, we are not pulling bags from flights. I said he is 14 and has no clothes here as he is visiting. Sorry - we are not pulling bags. I said some choice words to her and then she says to speak to a supervisor. Wait 45 min in line - the supervisor says no - with a smile - and I can try to go to baggage claim and see if someone there would help. So I go to baggage claim - and the agent there is friendly - but she is just guiding people as that line is 20 people long. She said the bag will go to ABQ and just let it go. If I wait in the line they may not pull it, or if they do it could be hours. At least she was friendly. So for 2 days my nephew will not have any of his things - not a dire situation - he can wear my clothes. But again - it was just the sheer nature of the SWA agents. No compassion, not friendly, not helpful. I will never spend a single penny at Southwest again. SWA has gotten too big for its britches - they used to be good in the 80s and 90s, now just one of the Big 4 and treating passengers like cattle. Lets see if the flight tomorrow goes out on time or at all, I have my fingers crossed.","Aircraft Boeing 737-800
Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route MDW to ABQ
Date Flown July 2016
Seat Comfort 12345
Cabin Staff Service 12345
Ground Service 12345
Value For Money 12345
Recommended no"
Southwest Airlines,1,Joann Johnson,22nd July 2016,"The customers of flight #1647 from Hartford to Orlando were mislead and given empty hopes. We were told at about 12.15 pm that our flight was an hour delayed. Then soon after canceled. Next, we were told, ""please sit calmly Southwest will figure this out."" Finally, no other flights available, this flight is canceled all together. All other bookings were available until Sunday July 24th. Useless for us, since we were coming back on Sunday. I shifted gears quicker than Southwest and booked a flight with JetBlue for an additional $1000 to fly out the next day. I have been trying to contact Southwest online or via telephone call with no success. This is an awful way of doing business.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route BDL to MCO
Date Flown July 2016
Seat Comfort 12345
Cabin Staff Service 12345
Ground Service 12345
Value For Money 12345
Recommended no"
Southwest Airlines,9,A Pound,21st July 2016,"I recently flew on a Southwest Airlines new 737-800 from St. Louis to Washington National and it was a very comfortable experience. The flight was full going there and on the way back but the cabin crew was very helpful and able to get to us very quickly. When we checked our bags, even with it being about 50 of us in the group, they were able to take care of us pretty quickly along with taking care of the other people not with our group at the same time. Overall, I would recommend flying with Southwest.","Aircraft Boeing 737-800
Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route STL to DCA
Date Flown June 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,1,Julia Paolucci,21st July 2016,"Verified Review | We have always had a great experience when flying with Southwest and with their customer service. For this reason, we have always been willing to pay the extra dollars to book our flights through them, as opposed to booking with one of the cheaper airlines. However, the last 3 times we have flown Southwest have been just awful. They lost our car seat the first time, our luggage the second time, and then the third time we experienced a 3.5 hour delay followed by a cancelled flight at 9.30pm. On top of this, we have encountered terrible customer service every step of the way in dealing with these stressful circumstances. Each time we traveled the personnel working at the ticket counter have been unbelievably rude. Great way to start the trip. When items were lost, instead of being helpful and accommodating, the customer service agent working in lost baggage was very brusque and actually yelled at us, and then refused to do something as simple as validate a $7 parking ticket for my husband who had to park and come in to help me with the situation since I was traveling alone with our 6 month old. Finally, when we were flying home to Denver, our flight was delayed 3.5 hours and then cancelled. The entire time the woman working the gates to the flight was yelling at people and being extremely rude. We all had to wait 1-2 hours in line to rebook our flights, and then we found out the next day when we called in that they never even rebooked a flight for us. We will be leaving 2 days after our expected and paid for departure date. On top of all of this, we have not been compensated for any of these inconveniences.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route DEN to MSP
Date Flown July 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,Lisa Crampton,17th July 2016,"Verified Review | Portland to Boise with Southwest. Our 12 year old son flew by himself and had to change planes with a 2 hour layover. Since he's 12, he's an unaccompanied minor. Southwest employees were so kind and generous by offering a meet and assist during his plane change and layover. Plus, they went the extra mile by calling us to confirm our son had landed and was in their care. They even put him on the phone to speak with us. We have always received excellent service with Southwest. This was exceptional service and we highly recommend.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route PDX to BOI
Date Flown July 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,9,Douglas Levitt,8th July 2016,"Portland to Los Angeles wit Southwest. Great Airline. They sell fares based upon one way. It is great if you want to fly into one city and out of another city. No bag fee's or change fee's. The only draw back is open seating based upon the 24 hour check in when you are signed group A. B, or C. That is ok because the aircraft they use are 737's and the connections give me a chance to stretch my leg's. They also offer a beverage and snack service.","Aircraft Boeing 737-700
Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route PDX to LAX
Date Flown March 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,A Davidson,7th July 2016,"Verified Review | Flew Southwest from Phoenix to Orange County on a Saturday evening. I checked-in using self-serve kiosk at the airport. Kiosk gave me a temporary pass that I needed to collect my real boarding pass at the gate. Security lines were very short in Phoenix that evening. Agent at the gate was very courteous and professional despite having just dealt with an unhappy customer before me. Inside the cabin, I was surprised by how energetic and jovial the flight attendants were despite the flight being on a Saturday evening.","Aircraft Boeing 737
Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route PHX to SNA
Date Flown April 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,Dmitry James,25th June 2016,"I flew Southwest Airlines with my band on our spring break trip. The cabin staff was amazing and very accommodating. We took off on-time with no problems or delays. The airport staff was amazing, I accidentally left my bag in the gate area and the gate agent walks onto the plane with my duffel bag. Inflight service with Free snacks and drinks. The new plane was beautiful with the mood lighting. Will definitely fly in the future!","Aircraft Boeing 737-800
Type Of Traveller Solo Leisure
Cabin Flown Economy Class
Route MCO to MDW
Date Flown April 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,1,M Walsh,24th June 2016,"I started my travel today with a 7.25am Southwest Airlines flight from NY, with Orlando being my final destination on a 9.45am. As of now, it is 1pm and I am still in the connecting airport set to depart at 5pm. A 7 hour delay you ask? What possibly could have happened? All we are told is that there is an equipment issue and we are to wait. There have been 4 flights from BWI to MCO set to depart after mine that have already left as we wait 7 hours for a flight. Severely disappointed. I will not be flying SW again.","Type Of Traveller Business
Cabin Flown Economy Class
Route ISP to MCO via BWI
Date Flown June 2016
Seat Comfort 12345
Cabin Staff Service 12345
Ground Service 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,L Pulliam,18th May 2016,"Reno to Las Vegas return with Southwest Airlines. Third trip this year on this route and it is a very consistent one. Usually on time or a few minutes delay but nothing to worry about. Service is good, ground staff were excellent as we were running late and checked in about 30 minutes before take off. Reno airport is a breeze to go through so never any lines at TSA. Our bags made it on to the flight even though we got the dreaded Late Check-In tag. Quick flight to Vegas, friendly FA's, pilot communicated with us, typical beverage and peanut service, bags quick to pick up in Vegas and then the same coming back to Reno. Southwest works great for me.","Aircraft Boeing 737-700
Type Of Traveller Business
Cabin Flown Economy Class
Route RNO to LAS
Date Flown May 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,2,Lucas Schemenaur,17th May 2016,"Orlando to Hartford. My sister and I got split up while boarding this flight. We were on extreme opposite sides of the plane. We hadn't flown in a long time so it was uncomfortable to begin with. Of course, I was not okay with this and began to complain. The flight attendant said that I needed to take a seat. So I did and I told him how unsatisfied I was with the airline. He was like well you're still going to need to take a seat. I sat down and said that I'm going to write a complaint about the airline. What if I had children, someone who had extreme anxiety, or another issue. Luckily that was not the case, but they should do something about the seating process. When we purchased the tickets it said entertainment such as tv, movies and wifi would be included. There was not one tv and the wifi did not work.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route MCO to BDL
Date Flown May 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended no"
Southwest Airlines,1,Kelly Padilla,11th May 2016,"Denver to Cancun with Southwest Airlines. We were a group travelling for a wedding on 1 flight. No one was able to sit together. The boarding process is ridiculous, you have the first people boarding sitting in the aisle or window seats, leaving the middle seats for the tailend of boarding. Out of 20 people in our group we were able to sit together here and there. Additionally, why allow large carry on luggage? It would make more sense to limit the carry on because that is what slows down the boarding process, not assigned seating. This is most likely the last time I will fly Southwest - there is no care or concern for families traveling together, even if I have to pay more it will be worth it to have the ability to travel with my family and friends.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route DEN to CUN
Date Flown April 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Ground Service 12345
Value For Money 12345
Recommended no"
Southwest Airlines,1,William Donahue,6th May 2016,"Manchester–Boston to San Diego. So I purchase the ""Early Bird"" option five months before my scheduled flight. My daughter is on same flight and does not purchase ""Early Bird"" option. Southwest advertises ""Early Bird"" option completes your check in for you and I get my preboard A-31. So my daughter checks in 24 hours before scheduled flight and gets preboard A-30. So I pay for ""Early Board"" option and she boards ahead of me ? I call and was told to complete my flight then file a complaint? Think they would fix issue before wronging a loyal Southwest customer. I file complaint after completing travel and was reimbursed the payment for the ""Early Bird"" option but was told they will do it this time but sometimes it happens? How many others boarded ahead of me without paying the extra fee? Sounds like a scam to me! Have you seen this Southwest Commercial on television: Transfarency - We don't dream up ways to trick you into paying more. Sounds like they did and customers don't realize. Very unhappy Southwest customer.","Type Of Traveller Family Leisure
Cabin Flown Economy Class
Route MHT to SAN
Date Flown April 2016
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Inflight Entertainment 12345
Ground Service 12345
Wifi & Connectivity 12345
Value For Money 12345
Recommended no"
Southwest Airlines,4,P Norton,4th May 2016,"Why bother to upgrade on Southwest? Flew from Providence to Tampa. On the first flight there were 17 wheelchairs that delayed the flight for over 25 minutes. We ended up more than halfway back in the plane despite the A boarding. On landing, hearing first on last off, only 3 individuals required assistance. Arriving early at the airport today I observed six people going to Baltimore in wheelchairs, 3 walked a fair distance to get coffee, afterwards one even ""hobbled up"" to the gate person to make sure she didn't need ""real documentation"". On my boarding later there was a family of 6, one about aged six, pre-boarding. I asked and was told it was a disability issue. Really? Four or five people needed for one teenager or maybe the 6/year old? As a former special needs and kindergarten teacher I get it, but as a consumer I know an abuse of the system too. I will not pay to upgrade and perhaps not fly Southwest again. I don't think the airline will change as long as this is ignored by consumers.","Aircraft Boeing 737-800
Type Of Traveller Couple Leisure
Cabin Flown Economy Class
Route PVD to TPA
Date Flown May 2016
Seat Comfort 12345
Cabin Staff Service 12345
Ground Service 12345
Value For Money 12345
Recommended no"
