airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Allegiant Air,1,T Kent,17th June 2017,"Verified Review | Flew Allegiant from Fresno to Las Vegas. The worst airline experience I've had, driving would have been a better option! 3 hours delayed on the way out and now 2.5 hours (and counting) delayed on the way back, with very little notice given on the delay. Regarding the flight itself, the staff made mistakes over the tannoy and openly laughed about it.",,Couple Leisure,Economy Class,Fresno to Las Vegas,June 2017,1,1,,1,1,1,no
Allegiant Air,1,Casey Mckenzie,16th June 2017,"Verified Review | Absolutely horrible from Oklahoma City to Destin - we will never fly Allegiant again! On our way to Panama City, they delayed the flight two hours. We are driving from Tulsa at this point so we continue on. We get there, wait hours until the flight and they cancel it 45 minutes before. We then have to go find all our luggage (we have 3 families, 12 of us). And decide to rent a car to just drive to Panama City. Then we barely hear over the intercom after an hour of figuring out rental cars the flight gets put back on. We arrive in Florida around 11:30pm. On our way home we arrive on time, then We're stuck on runway because there is another Allegiant plane loading passages on our gate. Babies screaming. The flight attendant keeps yelling over the Intercom to not let babies get passed off to relatives. Horrible. Never again and everything costs money - even water.",,Family Leisure,Economy Class,Oklahoma City to Destin,June 2017,1,1,1,1,1,1,no
Allegiant Air,1,Kenneth Brown,14th June 2017,"Verified Review | I will state never fly this airline again after the horrific experience we had this week. We booked a trip with Allegiant to fly from Ogdensburg NY (near our home town of Ottawa, Ontario) to Orlando but it's actually Sanford which is about 45 minutes from the Orlando International Airport and north of the city. Our departure flight was late due to heavy air traffic in the Orlando area; delay of 90 minutes. There is no car rental agency at all in Ogdensburg, so if you happen to get stuck there, you're out of luck! On June 10, we arrived back at the Sanford Airport, having dropped off our rental, and entered Terminal B to check in for our return flight on June 11. It was a clear day. We were greeted by an airport person that advised up before even entering the check-in line that our flight had been cancelled, and we would need to go to Terminal A (?). Once we walked all the way over there, we were in a line with all the other passengers from the flight. Two employees were at the counter. It took us over an hour to reach the front only to be told the flight was not rescheduled and we could fly home on Wednesday! No offers of anything other than a voucher to fly again with Allegiant for the missed flight; not the total. All this resulted in us having to book another car; drive to Orlando; book a JetBlue flight at $1000 to Syracuse; rent another car in Syracuse; drive to Ogdensburg to pick up our car, then back to Watertown to drop off the 3rd rental of that day and drive home; arriving in Ottawa at 6:00 a.m. the following day! With flights and cars, the added cost was $1500! So much for a $69 airfare to Sanford! I could have flown business class from Ottawa on a major airline for less than it ended up costing us to fly Allegiant. I have tried several times to call the number listed on a slip of paper the airport employee handed us after our hour-long wait. I would caution anyone this is even remotely thinking of traveling with this airline to think twice. a major airline, you would be flying into and out of major airports where other airlines would be available, and partner airlines possibly available to help you get home. With Allegiant, they fly into 'fringe' airports that only cater to just them or them and a few other charter airlines (as in Sanford). They cancelled their flight with absolutely no explanation to passengers, and no rescheduling. Speaking with other passengers, this is a frequent occurrence with this airline.",A320,Couple Leisure,Economy Class,Ogdensburg to Sanford,June 2017,1,1,1,,1,1,no
Allegiant Air,1,W Black,12th June 2017,"Verified Review | Do not fly with Allegiant Air. Our original flight from Cincinnati to Myrtle Beach was delayed almost 4 hrs and now our return flight home is delayed. We have a 1 and 3 year old with us which makes this experience even worse. The customer service is the absolutely poor. Lady at the desk says that the reason for the flight delay this time is due to bad weather in Cincinnati, which is strange because my husband is in Cincinnati and says the weather is 83 and sunny. One of the airport workers told me to never fly Allegiant because they have flight delays every day because they don't have enough planes to accommodate the flights they schedule. I don't think I would be as annoyed if I hadn't had issues with Allegiant in the past. Do not waste your money.",,Family Leisure,Economy Class,Cincinnati to Myrtle Beach,June 2017,5,5,5,5,5,5,no
Allegiant Air,1,H Drew,11th June 2017,"Verified Review | Orlando to Moline. We arrived at the airport 2.5 hours early. My wife and I have 5 kids and pre checked in the night before. We had a stroller and a car seat so we could not use the express kiosk. We had to wait in line for 2 hours just to check our bags. Our flight was scheduled to leave at 7:15. My wife, my five kids and I rush through security and got to our gate in time before the flight left. We are just now taking off and it is 8:23. Very poor process and experience thus far. I would recommend if it is fiscally an option to spend extra money to use a different company. This has been a horrible, frustrating, and exhausting experience. Mistakes happen, I get it. Hopefully someone from the company reads this and treats this as a learning experience and look to grow from it.",,Family Leisure,Economy Class,Orlando to Moline,June 2017,2,3,1,1,1,1,no
Allegiant Air,1,A Andrews,11th June 2017,"Verified Review | Worst airline I had to deal with. We (my wife and I) planned a 7-day trip to Grand Canyon. The flight from Santa Rosa, CA to Las Vegas (flight 569 from Santa Rosa to Las Vegas) seemed to be very convenient. No need to drive to San Francisco, inexpensive. We arranged everything: we booked a round trip flight with Allegiant, a car rental From Las Vegas airport, a week stay at the hotel in Flagstaff, some prepaid excursions. So we were waiting for boarding at the airport, hearing that the boarding starts in a few minutes again and again. Then we got a message that the flight was delayed for an hour. About an hour later, it was announced that the flight was canceled (without rebooking) for technical reason. We were not offered any option to have our flight rebooked with Allegiant or any other airline even we were ready to fly from any another other (San Francisco or Oakland) Bay Area airport. We have so many things scheduled (and paid for) already. We were told: ""go to SFO or OAK and try to book another flight by yourself"". We only got two $150 vouchers that we could use with Allegiant Air. Those vouchers are worthless since we are not going to fly with this airline. Never again! Money paid for the reservation for the roundtrip with the airline is supposed to be refunded (including car rental). At least Allegiant Air customer service representative told us so. It is still too early to confirm if we get all the money we paid during our booking with Allegiant. It may take a few day to confirm if we got our money back. But what about all other expenses? A week worth of taken vacation time, the hotel reservation that was too late to cancel, pre-booked excursions. I am not even talking about small things like driving to airport, paying for parking. Any normal airline would at least pay cash for ""inconvenience"" and would rebook a flight with another airline, pay for the hotel. As I said earlier we would be OK with driving to San Francisco or Oakland and fly from there. No company have the right to treat its customers like this. The company is supposed to be responsible for their poor service and for the ""lost"" customer’s time and money.",,Family Leisure,Economy Class,Santa Rosa to Las Vegas,June 2017,1,1,,,1,1,no
Allegiant Air,1,W Pope,10th June 2017,"Verified Review | I didn't think an airline could be worse than Spirit. Then I flew Allegiant from Las Vegas to Kansas City. I paid $10 for boarding passes to be printed at the airport, then was told by Allegiant staff at the airport that I would need to download the app anyway because they would not print them. I had also booked two tickets, but the seats were placed in different rows, even though the rows we were seated in were not full. The airline refused to change the tickets to accommodate. For most airlines that is an automatic. Then, when boarding, flight staff tried to force us to put our carryons under the seat, saying only pre-paid carryons were allowed in the overhead. I had pre-paid for my carryons but they told me without even asking. Overall, horrible customer service. I am writing this before takeoff. Who knows what additional issues will happen in flight.",,Couple Leisure,Economy Class,Las Vegas to Kansas City,June 2017,1,1,1,1,1,1,no
Allegiant Air,1,J Senner,9th June 2017,"Verified Review | Ft Lauderdale to Knoxville. I will never fly this airline again. I was supposed to fly into Knoxville from Ft lauderdale a week ago but the flight was cancelled after wasting the whole day in the airport. We boarded the plane and was then informed by the captain that there were ""air conditioning"" problems with the plane, however I don't buy it. They then had us deplane and cancelled it. It would have been nice if allegiant could have brought in another plane to get people to their destination because of mechanical problems but of course they did not and left us all stranded. Allegiant air made up for the cancelled flight and put me on the same flight today but to no surprise the flight was delayed almost 3 hours. Seats are not comfortable at all (there is what seems like a metal bar in the seat where your mid back lies), plane is hot, offered nothing but water. The only good thing about this airline is the price but I am more than willing next time to spend a little extra instead of dealing with this nonsense airline again.",,Family Leisure,Economy Class,Ft Lauderdale to Knoxville,June 2017,1,2,1,1,1,1,no
Allegiant Air,1,T Shearer,8th June 2017,"Verified Review | Las Vegas to Des Moines. Cancellation was notified 5 minutes before shuttle arrived to take us to airport, and was advised next flight out was Sunday, which was 4 days later, they didn't care if one was stranded! Our only option was to drive 24hrs back to Iowa. Will never fly Allegiant again, and advise that unless you have another way back from your destination you shouldn't either.",,Business,Economy Class,Las Vegas to Des Moines,May 2017,3,1,1,,3,1,no
Allegiant Air,1,G Regan,7th June 2017,"Verified Review | Newark to McGhee Tyson. Unfortunately, extremely terrible overall experience. The booking itself was weird, went through many companies, everyone taking their share, Allegiant cancelled my flight 3 hours before and no one there to provide direction. I have a quadriplegic son at home and it was necessary for me to get back home ASAP, but no one to give any direction. The answer from Allegiant rep at airport was ""you can drive 2 hours to the next airport, but I do not know whether you can get a flight from there. What a help! More than that, worst customer service you can even imagine. Regarding the cancelled flight, yesterday, I was on the customer line waiting for response for more than 2 hours, and no answer. Right now, I am again on the line, but still waiting. I will not recommend this airline to any one.",,Family Leisure,Economy Class,Newark to McGhee Tyson,May 2017,3,3,,,1,1,no
Allegiant Air,1,C Carrasco,6th June 2017,"Verified Review | Originally flew Allegiant Air from Pasco to Las Vegas June 2, 2017. Flight was delayed an hour, wasn't notified. Catching my flight back to Pasco June 5, 2017 and arrived in time and right as the boarding time came along, received a text. Saying that the flight was delayed another hour. It is very frustrating to have cab's set up and rides set up and have to rearrange everything last minute do to Allegiant's planes needing ""mechanical work""",,Solo Leisure,Economy Class,Pasco to Las Vegas,June 2017,2,5,3,,5,3,yes
Allegiant Air,1,Al Lischner,5th June 2017,"Verified Review | Pittsburgh to Orlando Sanford. I must stress the poor quality of staff, equipment and dependability of Allegiant Air. we reluctantly tried this airline because of the seemingly low fares. Our initial flight from Pittsburgh, PA on 5/25/17 was delayed 4 hours with no appearant reason, at the airport several passengers that flew this airline before stated they will delay a flight that is not full to double up passengers on the next later flight that day. Seats and inside of the plane were beyond bad and were like sitting on boards at best. Staff was less than friendly at best. Getting past this less than pleasurable part of our trip we ventured to Orlando Sanford Airport from our Daytona home on 6/4/17 for an early first flight of the morning 7:30 am to return home. A few moments after boarding was to have already began I received an E Mail from the airline with two 100.00 vouchers while wondering why they were sent we notice a while later the flight crew leaving the gate area, we assumed a gate change but to our surprise they cancelled the flight without explanation and seemed to care less about any passengers travels or inconveniences. We were told to head to another terminal for food and hotel vouchers that were another horrible excuse for customer service. We knew now what the vouchers were for, they new ahead of time the flight was cancelling and notified no one, the flight was rebooked for for 6/5/17 at 7pm. The food voucher for 2 entire days was 8.00 per per person.",,Couple Leisure,Economy Class,Pittsburgh to Orlando Sanford,June 2017,1,1,1,,1,1,no
Allegiant Air,2,E Read,31st May 2017,"Verified Review | Flew Allegiant Air from Cleveland to Orlando Sanford. No greeting by any of the staff on the plane when boarding and landing. The only communication was asking to purchase a beverage and a 10 minute sales pitch to the entire plane on applying for their credit card. The plane was not clean and the seats were very hard and uncomfortable. The boarding process to and from our destination was long. Our return flight was just as unfriendly as coming down. The only difference was the speech for your credit card was half as long. Again, no greeting boarding or exiting the plane. I understand its a low cost flight but they charge for everything. The check in of $40 is crazy. We paid the $15 to carry a bag on and was limited to bag and my purse. Then you play for your seat, again I get it because that's how you keep costs down. But, to pay $10 for a boarding pass its a bit excessive. I printed from home and luckily the hotel allowed us or we would have been screwed to pay more. No coffee on the plane. We could pay at $2 though. The seats were like sitting on wood. I'm very disappointed and honestly would rather pay a little bit more and not deal with all of this. When its all said and done, your costs are not as low in comparison to other airlines.",,Couple Leisure,Economy Class,Cleveland to Orlando Sanford,May 2017,1,1,1,,1,1,no
Allegiant Air,3,D Pavala,27th May 2017,"Verified Review | I flew recently on Allegiant Air from Cincinnati to Baltimore Washington. I did online check in and everything ahead of time as I am traveling with 2 kids. I stopped at the ticket counter just to drop my checked baggage. My flight was at 7.30 am and I was at the counter at 6.20 am to drop my checked baggage The receptionist at Allegiant air at CVG airport said boarding closed for that flight at 6.15 am, so she can not take my checked baggage. I asked there is 75 mimutes to the flight, boarding supposed to be closed 45 minutes before, why 75 minutes early, she said I dont know. Then the staff from the next counter came and said to her boarding for that flight is not closed until 6.45 am that means I still have 25 minutes. If the other receptionist won't come and correct her what should have happen. It's very annoying what she did to me when I am traveling with two kids, she is not helpful and she is very rude to us.",,Family Leisure,Economy Class,Cincinnati to Baltimore Washington,May 2017,3,1,,,1,4,yes
Allegiant Air,1,Jeff Blair,27th May 2017,Unverified | Las Vegas to Fresno. Got to the airport early due to hotel check out. Would not let me stand by for earlier flight even though seats are available. Would not let me check my bags and go sit in airport club to get work done. Making me sit in the ticketing area for 4 hours before being able to check in when no other airline does this. Their ticketing agents are rude. Their phone customer service is rude. And their overall customer service and policies are severely lacking in treating their customers right. Their customers pay their salaries. Their canned speeches at the end of a flight about having a choice of airlines to fly and they are glad you chose theirs and they hope to see you on a future flight is ridiculous. But they are right. I do have a choice of airlines to fly and I will spend more money or drive great distances to never fly Allegiant again.,,Business,Economy Class,Las Vegas to Fresno,May 2017,1,1,1,1,1,1,no
Allegiant Air,8,M Razzone,24th May 2017,"Verified Review | Flew from Newark to Knoxville with my family of four. Tickets were $58/per person. Flights are very specific with regard to what days/times they fly to & from locations so you have to be flexible if you want a great deal! Our Thursday flight out of Newark was at 11:57am, because that's the only flight they have on Thursdays. We weren't able to fly home with Allegiant because they're flight between TYS & EWR on a Sunday is a 9am flight (like I said, very specific) and 9am on Sunday morning didn't leave us enough time to enjoy our last day away. So here's the scoop, the seats don't recline, food and drinks are for a fee (nothing is complimentary), and there's a fee to pick specific seats on the plane so your party can all sit together. That all being said, we left on time, the flight attendants were friendly and professional, the ride was smooth, and we arrived 5 mins early. The next time we travel, Allegiant will be the first airline I check with for travel deals. No complaints what-so-ever.",,Family Leisure,Economy Class,Newark to Knoxville,May 2017,3,4,4,,5,5,yes
Allegiant Air,1,C Paine,23rd May 2017,"Verified Review | Allegiant Air are the worst airline I've flown with. They loaded us onto our already delayed (by one hour) flight from Las Vegas to Colorado Springs, just to have us sit there for over two hours, when they would come over the loud speaker to inform us of updates. All they would say is that it was due to ""paperwork"". For the first whole hour of waiting, there was no air conditioning provided (mind you we were in Las Vegas so it was hot). They finally gave us Air Conditioning and offered us ""complimentary cups of water"". Absolutely unnaceptable! Not only did we have to sit on the small plane for over two hours but we were not offered anything besides water the whole time or to compensate for our time waited. I am flying with my 3 year old daughter and she had to sit there for this whole time during dinner time, we weren't able to even get off the plane to get her food. The whole situation is completely ridiculous and I will never fly Allegiant again.",,Family Leisure,Economy Class,Las Vegas to Colorado Springs,May 2017,1,1,,,1,1,no
Allegiant Air,1,Dhrubajyoti Datta,22nd May 2017,"Verified Review | This was perhaps the worst flight of my life. Trust me they are cheap in many ways. Operating from a very small airport in Idaho Falls, they delayed my flight by 1 hr 30 mins. I hadn't a connector from Las Vegas from the other terminal. The inflight attendants and people at gate were rude and did not pass the message that I wouldn't be late for the connector. When I contacted their customers care it took forever to connect and somebody went it's not their job to see whether the connector was made or not. Upon saying I would lodge a complaint the lady went ""we don't care about those"". I wonder with that attitude how are the things still in business. For the record, while I write this review I am waiting in the boarding area for the return flight to Idaho Falls - and it's late by 2 hrs. Till now I have experienced the usual ""we dont care"" attitude. I am trying to be as reserved as possible when I'm reviewing this. It's worse than that. I have had better experience with the worst bus services. Their app is the worst as well. I believe they don't be understand the concept of updates because you'll probably be stranded at the gates and receive the update after you reach your destination",,Business,Economy Class,Idaho Falls to Las Vegas,May 2017,1,1,1,,1,1,no
Allegiant Air,9,Scott Humphrey,17th May 2017,"Verified Review | Oakland to El Paso. Fantastic last-minute airfare. Flights departed on time and arrived early. Cabin crew was top-notch. Ultra-friendly and helpful. Boarding process was fast and efficient. In-flight announcements were crystal clear. Aircraft aren't new. You pay for every service, including in-flight refreshments. And you pay for carry-on bags. But, you're sometimes able to get a round-trip airfare fewer than four days before departure for the price of other airlines' cheapest fare.",A319,Solo Leisure,Economy Class,Oakland to El Paso,May 2017,4,5,,,4,5,yes
Allegiant Air,1,Mahala Bartlett,15th May 2017,Verified Review | Phoenix to Missoula. We got a text an hour before our flight saying that it would be 45 minutes late. Now it is 3 hours later and two planes scheduled to land after us have left. No updates or reason why we are late. Unexceptional service is to say the least. The lady on the telecomm keeps forgetting to say which flight she is referring to so everyone is confused.,,Couple Leisure,Economy Class,Phoenix to Missoula,May 2017,3,,,,1,2,no
Allegiant Air,2,Jessica Pierce,11th May 2017,"Verified Review | Our flight was cancelled and moved to next afternoon after a safety issue that the crew did not notice until a customer pointed out. He was joking about it, but eventually it led to a cancelled flight and setbacks for many. Allegiant believes that their offer of $100 voucher for next time is an appropriate way to handle the situation. I disagree. I like many other customers will end up eating the cost of a day lost that we were supposed to be in Las Vegas and Allegiant offers poor customer support and solutions that I would call satisfactory. While I understand that a safety issue is not a foreseen event, I do not believe Allegiant offered anything close to the value of the costs eaten beyond anything booked through Allegiant. It is frustrating that Allegiant believes that they offered great customer support when indeed they did not.",,Couple Leisure,Economy Class,"Bozeman, MT to Las Vegas, NV",May 2017,1,2,,,1,2,no
Allegiant Air,9,E Garimura,10th May 2017,"Verified Review | St. Petersburg to Huntington. I have always been very happy with Allegiant. I have been flying this route routinely for the last 3-4 years. I have experienced few delays, ground and in-flight staff been always polite and accommodating. From booking the trip to arriving at destination, I have only good things to say. Good value for the money. I really hope they continue to fly this route for a long time!",,Solo Leisure,Economy Class,St. Petersburg to Huntington,April 2017,4,4,,,5,5,yes
Allegiant Air,1,M Davis,10th May 2017,"Verified Review | Baltimore-Washington to Asheville. The flight was delayed multiple times from 8:41pm-10:20pm, and once we finally boarded the filthy plane, we sat on the jet way for an hour, where we were then told that we we had ""dangerously low"" hydraulic fluid levels, and we would need to return to the gate. We did not receive another update for at least 15 minutes, and when we did, the pilot was not sure if we would be able to complete the flight-- maybe, probably, and stuttering occurred, all very reassuring. We took off at approximately 1:15 am to arrive to Asheville, NC around 3am. The flight attendants ran out of water on the plane (we were on it for 5 hours). Once we arrived the people that were force to gate check their luggage seemed to be the last ones standing - oh because they didn't see the luggage. Thank goodness for one employee who was very helpful and went back on the plane and got everyone's luggage. Allegiant did email everyone a $25 voucher for future flights, but I do not think anyone on that flight will ever fly allegiant again!",,Solo Leisure,Economy Class,Baltimore-Washington to Asheville,May 2017,1,2,1,,1,1,no
Allegiant Air,1,E Sheeren,9th May 2017,Verified Review | Cincinnati to Fort Lauderdale. As I entered the aircraft and found my seat I was told by a flight attendant who was standing across from my seat to place my carry on bag under the seat. I had a carry on bag and a personal bag. I told her that carry on which I paid extra for is too big to go under the seat and should go in the compartment above. She said there is no room above my seat. I quickly scanned the upper compartments and saw right there lots of empty space in the compartment above other seats. I place my bag there and made my way to my seat. Than I heard the flight attendant making comments about me with another passenger. She didn't even try to hide it. It was rude and unprofessional and made me feel very uncomfortable.,,Business,Economy Class,Cincinnati to Fort Lauderdale,May 2017,2,1,,,3,1,no
Allegiant Air,1,Susi Miller,8th May 2017,Verified Review | Delayed 4 hours out of Casper to Las Vegas we didn't get into Vegas until 130. Now we are trying to return from Vegas to Casper and once again delayed because we have no crew. Totally unprofessional - they say they have low prices but nickel and dime for everything from luggage to picking your seat. Ridiculous. Would caution you or at least give a heads up that this is an awful airline to deal with.,,Couple Leisure,Economy Class,Casper to Las Vegas,May 2017,3,3,,,1,1,no
Allegiant Air,1,Roger Helmendach,7th May 2017,"Verified Review | Worst airline ever. We expected a quick flight down to Florida with Allegiant Air and back. What we got was a disaster. Our 9.00pm flight got cancelled after waiting until nearly midnight because of a mechanical problem. Flight the next day managed to be on time. On the flight back, we were already delayed about an hour from weather (not the airlines fault there), but about to take off and had to head back to gate because of yet another mechanical issue. Lovely. With all the negotiating of the airports and dealing with this horrible airline, we could have driven down and back for about the same time and paid way less than these ""discount"" tickets. If you're considering this airline because they're cheap, just don't. You get what you pay for. Subpar aircraft that appear to not be well maintained.",MD80,Family Leisure,Economy Class,Knoxville to Orlando,May 2017,3,3,,,2,1,no
Allegiant Air,1,E Baily,6th May 2017,"Verified Review | In almost 10 years of choosing Allegiant Air, I have never once had a flight depart or arrive on time. my grandmother is 80 years old and we had to send her from Asheville to Punta Gorda by herself as we all live in FL. Her flight was delayed 3 hours. She did not get home until Midnight. This was not the first time I have been disgusted by Allegiants day to day operations but this the first time I wrote a review. Their airplane interiors are very cheap. The flights are cheap because every area of normal airline service is completely absent. Terrible airline unless you are broke and desperate. I would fly Delta 10 times over before I got on another Allegiant flight.",,Solo Leisure,Economy Class,Asheville to Punta Gorda,May 2017,1,1,,,1,1,no
Allegiant Air,1,Gabrielle Lewis,6th May 2017,"Verified Review | Oakland to Eugene. I have never been more frustrated with the lack of customer service that I have experienced with Allegiant. I have sent multiple messages and tried calling multiple times, and have been unable to reach anyone. In March I had to fly from Oakland to Eugene due to my sister being in hospital. After arriving at the airport my flight was delayed. Then again. Then again. Eventually, after sitting in the airport for hours, it was canceled and I was told I would be receiving a small credit and the possibility (not guarantee) of a flight out the next day. The credit was not even enough for a full trip. Not only was my time wasted, but I then had to buy a last minute flight from SFO in order to make it to Oregon. It also meant that my ~$65 ride to the airport was for nothing. I had to pay for my new flight out. I had to pay to then get from the Oakland airport to the SF airport during rush hour. My family who had already driven two hours to pick me up at the Eugene airprot had to turn around and then drive 4hrs during rush hour to get to the Portland airport where I would now be flying into. And since I had now been at airports nearly all day I had to pay expensive prices for airport food. I have emailed and called numerous times and have never gotten in touch with anyone. I occasionally get emails back saying they will respond in 60 days. It has now been two months and my complaints haven't even been addressed. To top it off, I can't even access the credit I was promised.",,Solo Leisure,Economy Class,Oakland to Eugene,March 2017,1,1,1,1,1,1,no
Allegiant Air,10,A Keeren,6th May 2017,"Verified Review | Mesa to Springfield. We had a situation that required a ticket modification. A staff member with Allegiant out of Las Vegas was so gracious and patient. She went above an beyond the call of duty to listen carefully to what we needed, to reassure us that she was there to help us and then to make the necessary changes to the ticket so we could extend a stay to attend to a family matter. We have flown extensively around the world over the last 20 years. Her care stands out as exceptional and ranks as one of the best customer services experiences we have ever had.",,Couple Leisure,Economy Class,Mesa to Springfield,May 2017,3,4,4,,5,5,yes
Allegiant Air,3,E Hartson,2nd May 2017,"Verified Review | Yesterday while flying with my young daughter from Arizona to Great Falls we encountered a less than pleasant and accommodating flight attendant. My daughter, who is 9, were split up initially and my daughter became quite anxious and tearful about not being able to sit with me during the flight. However, after realizing there were multiple open seats I kindly asked if it would be possible to relocate so my daughter and I could sit together. The flight attendant appeared rude and annoyed when replying saying it was an inconvinience as she was counting passengers yet had just accommodated a fellow passenger who requested a window seat. After very reluctantly allowing my daughter and I to move one row up to be together she proceeded to tell us to ""hurry up or get back to your original seat"". She then tossed my sweater at me which I had left back in my original seat. This was a very disheartening and disappointing experience to say the least. I understand flight attendants have requirements to complete (ie: counting passengers prior to departure) however I feel we were mistreated. Customer service should be a priority. I will not be flying with Allegiant Air in the future.",A319,Family Leisure,Economy Class,Mesa to Great Falls,April 2017,2,1,1,,3,3,no
Allegiant Air,1,P Marshall,30th April 2017,Verified Review | Dayton to Tampa with Allegiant Air. Flight delayed for an hour and then canceled. Flight was rescheduled for 24 hours later! Had to book from a different city with terrible problems due to family flying also! Customer service not willing to help or even care!,,Family Leisure,Economy Class,Dayton to Tampa,April 2017,1,1,,,1,1,no
Allegiant Air,1,S Rennie,29th April 2017,"Verified Review | Columbus to Punta Gorda. These were the worst flights I have experienced. The seats are so close together and are hard. We are seniors and my husband was in pain through both flights. The employees are great and flights were on time, but we would never fly Allegiant again.",,Couple Leisure,Economy Class,Columbus to Punta Gorda,February 2017,1,4,,,3,1,no
Allegiant Air,2,R Stafer,27th April 2017,"Verified Review | Stockton to Las Vegas. We flew out Friday April 7th and our flight was delayed 3 hours. I have never had an unexplained delay happen to me for this long. Onboard the plane as they are serving drinks they spilled on my friend's lap. The flight attendant said sorry, but didn't offer to grab her a napkin for it, until my friend spoke up about it. The flight attendant was rude in handling the spill and then proceeded to not take my friend's order. I had a ginger ale and the same flight attendant told me I had to finish it and stood there waiting for me with a scowl on her face. I understand finishing your drink before landing, but 2 more times another flight attendant walked by asking for trash after that, so there wasn't any urgency. She was by far the rudest flight attendant I have ever experienced. The price is not worth the delay or unpleasantness of the flight. I will be flying any other airline in the future.",,Couple Leisure,Economy Class,Stockton to Las Vegas,April 2017,2,2,1,,2,2,no
Allegiant Air,1,Engel Larsen,23rd April 2017,"Unverified | Ogdensburg to Fort Lauderdale. Still in the airport after three delays. We were scheduled to leave at 9:50 am. They tell us our plane has mechanical problems and they are going to try to fix it. In the meantime another planes arrives that is scheduled to pick up people and go to Orlando. So they take our luggage off our broken plane and put it on this plane . But of course the people originally scheduled to go on this new plane to Orlando are bumped and are to have to wait for our original plane to be fixed. Just as we are to load on the plane they announce that it also is broken. We are all now sitting in the terminal double stacked looking at another 90 minute delay - they now tell us they are looking into getting two new planes. No food or drink in the terminal, not a great start to our four day holiday.",,Couple Leisure,Economy Class,Ogdensburg to Fort Lauderdale,April 2017,,,,,1,1,no
Allegiant Air,1,S Damirez,17th April 2017,"Verified Review | Orlando to Richmond. They boarded us for our 8am flight. Then deboarded us for technical issues. Then delayed us until 11:40. Then told us the flight was cancelled and would be flying out the next day at 2:30. I had to work the next day and cannot miss work. So I had to book a flight with JetBlue for $600. All Allegiant Air did for my inconvenience was refund me and give me a $100 voucher. This screw up on their end cost me two Ubers ($40 each), my whole Easter spent in airports, and an extra $320 to get on the JetBlue flight. A total loss of $400 plus a whole day of Easter in airports and all they could do is give me a voucher for $100. I have never heard of a 32 hour delay. This is ridiculous! I will never fly this airline again. Spend the extra money and fly with a better airline. Their cheap fares are not worth the headache.",,Business,Economy Class,Orlando to Richmond,April 2017,,,,,1,1,no
Allegiant Air,4,Cassandra Lewis,16th April 2017,"Verified Review | Chicago Rockford to Las Vegas. Not a bad flight for the price and the Rockford airport is much easier to navigate than O'Hare but frankly when I book the tickets together we should be sat together. I should not have to pay extra to sit next to my husband, especially when there were seats available. Shady technique to get extra money from us!",,Couple Leisure,Economy Class,Chicago Rockford to Las Vegas,April 2017,3,4,,,3,2,yes
Allegiant Air,1,Katelyn Wheeler,16th April 2017,"Verified Review | Knoxville to Fort Lauderdale. It was delayed due to a worker from the airport dropping jet fuel right outside of the plane. Nothing was wrong with our plane we just had to wait for it to be cleaned up. However, that took almost two hours with no air on a small confined aircraft with over 100 people. Not once did allegiant offer a drink or snack while we waited and the two men sitting next to me were in the wrong seats and the flight attendant acted like it didn't matter. The flight attendants were rude, and not once offered a drink or snack as we all sat there and sweated. Then, once we finally do get to our destination we have to sit there for another 45 min because they can't get the door open! Awful. I've flown with Allegiant multiple times but this flight was terrible. Very disappointed. I don't expect to have tv or free food on your flight, however I do expect to get a free snack if we are delayed that long and flight attendants don't inform you on anything. Neither did our pilot. We sat there for almost an entire hour before the pilot even informed us on what was going on.",,Solo Leisure,Economy Class,Knoxville to Fort Lauderdale,April 2017,1,1,1,,1,1,no
Allegiant Air,2,Janet Strelecki,8th April 2017,"Verified Review | Our first experience with Allegiant was June 2016. We had booked a weekend away to Clearwater for my husbands birthday weekend. The morning of our flight, we got a text that the flight had been cancelled. Took hours to get through to Allegiant. Received no explanation as to why it was cancelled and an alternate flight was not offered. They did refund our money but we lost a lot of money and time on previously booked excursions and meals. Not to mention my husbands birthday was ruined! They did also give us a voucher towards another flight, which we reluctantly used this past weekend. This past Friday March, 31, 2017, we were to fly out of Wilkes-Barre to St. Petersburg. Our flight was delayed by over 2 hours. Once finally on the plane we were stopped on the runway due to a mechanical issue with fear that we would not even be able to take off. Nearly 2 and a half hours past initial departure time we were finally cleared after they got the mechanical issue fixed. Now to think we are on a plane for the next 2 hours, a plane that just had an issue and couldn't take off. Once in flight, the pilot came over the speaker to tell everyone he apologized for the inconveniences and that the flight was almost cancelled as there was no pilot to fly the plane. Said he came in on his day off to fly it. The plane was dirty and had a terrible odor on it. Was afraid to touch anything. The bathroom was just disgusting. Smelt horrible and had mold near and around the sink and toilet. The only thing Allegiant had going for them was the staff. They were all friendly and helpful. I would not recommend this company to anyone! Not to mention once you add in all the fees for baggage and to pick a seat so you'r guaranteed to sit with your family, this company is not any cheaper than a real company like Delta or United! You don't even get a complimentary drink, you pay for a soda or water.",,Couple Leisure,Economy Class,Wilkes-Barre to St. Petersburg,April 2017,1,3,,,1,1,no
